Geneid	Length	genome_mapping/137-LC_R1.rn6.sorted.bam
RGD1563986	1368	183
Prl5a2	919	0
Cyp4a2	2019	0
Lpar6	1810	419
Rgs18	708	191
Ivns1abp	1365	2236
Irf2	1368	565
Eif3a	5127	5472
Ffar4	1388	3
Spred1	1335	343
Aph1b	1281	438
Amz1	1506	238
Klhl5	3403	1347
Spred2	1229	179
Nop16	1066	605
Fig4	3140	1059
Zhx3	3597	531
Cops7a	2151	1499
Ythdf2	2726	882
Tmprss9	3341	25
Adamts7	5643	612
Cadm2	1129	190
Cadm3	1191	698
Nr2c2ap	1520	505
Cadm4	1106	2199
Lbx1	1164	18
Spout1	1594	353
Dbndd2	1164	2194
Pomt2	3097	459
Crtc1	1893	453
Rundc3b	3596	87
Sptssa	1251	1029
Shmt1	2046	350
Rpa1	2043	982
Dhx8	3633	626
Pcnp	610	852
Wdr83	1168	247
F11	1671	0
Gpat4	3139	1658
Thoc1	1500	522
Galns	1575	267
Bclaf1	3207	2279
Arrdc4	943	218
Chid1	1417	567
Dtx4	966	413
Sfr1	1354	1423
Ube2e3	1674	1148
Srxn1	2878	1303
Znfx1	6099	717
Pkn3	2879	1164
Ndufa8	610	1108
Mrps33	587	488
Dppa3	708	2
Cntnap5a	1923	2
Cntnap5c	3921	27
Mtap	1176	246
Ppie	808	288
Arhgap5	3738	664
Ifrd2	1960	296
Cntnap5b	3924	11
Rtraf	891	1986
Arsg	1581	190
F5	6045	1201
LOC306079	1065	1
Slc25a15	1615	179
Arsi	1722	40
LOC307727	313	0
Mrpl49	501	299
Arse	1836	548
Ilf2	1442	949
Arsj	1794	31
Wdr75	1950	443
RGD1310507	1386	11
LOC317165	1330	1
Shroom2	6986	1110
LOC317456	807	1
Ormdl3	543	402
RGD1359290	703	43
Fyttd1	3220	1429
Naa25	2913	368
Ankle2	2830	565
Zc3h11a	2691	1700
LOC360933	1045	0
Bub3	1331	1324
Srsf3	2871	2482
Mrps28	708	78
Mfsd8	1588	176
Morn5	1107	103
Sqor	1599	484
Sdhaf3	336	50
Rapgef5	5419	1518
Syncrip	1644	936
Arsk	1692	214
Bank1	3119	9
LOC367117	606	0
LOC367195	451	11
LOC498084	1207	0
LOC498152	817	0
LOC498155	1176	0
LOC498231	690	8
LOC498236	2778	9
LOC498308	663	0
LOC498339	576	0
LOC498460	327	0
LOC498705	465	2
LOC498836	372	0
LOC498971	423	0
LOC499136	702	0
LOC499219	432	0
LOC499407	2699	42
LOC499469	452	0
LOC499530	418	0
LOC499541	384	0
LOC499542	477	0
LOC499544	606	3
LOC499565	390	0
LOC499573	438	1
LOC499584	696	0
LOC499715	1005	0
LOC499796	1848	0
LOC499843	831	0
LOC500028	675	1
LOC500035	666	1
Ier3ip1	391	0
LOC500350	1230	0
LOC500594	876	0
LOC500702	501	0
LOC500846	1335	2
LOC500877	530	2
LOC500948	648	0
LOC501038	388	4
LOC501233	597	0
LOC501618	336	0
Mis12	661	209
LOC680227	1191	3
LOC690435	1047	0
LOC685391	492	0
LOC685406	333	0
LOC689713	1074	0
LOC689840	972	0
Nmnat2	1239	145
Tmem230	1586	758
Cdc42ep3	1904	316
RT1-M5	1074	0
Reep2	1888	620
Clec2g	624	42
Sh2b1	3075	1082
Rragc	2525	3545
Agmat	1270	4
Kirrel3	3636	149
Ino80b	1143	72
Ubl5	463	1502
Bola1	745	101
Gpr17	1020	255
Pkib	1550	92
Lilra5	1146	25
Piezo1	8205	3273
Caln1	786	19
Ttc39c	1953	319
Clca4l	2885	157
Gtf2h2	1371	292
Lnpk	1506	387
Lrrc52	1422	0
Bex2	775	356
Mrps22	1191	499
Cnpy2	999	1092
Rgs16	600	426
Bves	1480	20
Rpl38	305	2052
Acbd5	1545	320
Gadd45g	1059	887
Plcb1	5213	472
Cfd	836	220
Mpc2	908	1008
Ptgir	1360	37
Prkacb	1122	625
Cd3g	617	10
Ddx4	3009	4
Prdm2	6150	1233
Ctrc	880	108
Edn3	737	18
Elavl4	3873	107
Myl1	1059	5
Mrps24	788	321
Urgcp	3476	645
RGD1308065	1583	20
Ccdc68	1384	10
Drap1	1408	1750
Slc39a4	2214	67
Eif3j	1813	789
Zc3h12a	2544	220
Cstf3	2001	346
Rad18	1714	217
Hlx	2114	349
Trim72	2329	55
RGD1560212	1669	1156
Pacrg	1195	32
RGD1562433	1877	0
Med22	1333	64
Bpifb1	1601	4
Tex47	2726	0
Spesp1	1557	1
Btbd6	2134	650
Shisa4	594	930
Tmem134	911	850
Tpmt	820	546
Chit1	2394	26
Cxxc1	2311	960
Rrs1	1623	283
Cdc42ep1	2236	1147
Cfap206	2204	16
Shtn1	3495	851
Rexo5	2519	168
Gtsf1	678	4
RGD1564149	1507	4
Acot5	1863	0
Gpr18	1332	58
Rad51ap1	1980	235
Kdm4d	2329	0
Prpf6	3036	1373
Slc15a1	3131	3
Galnt18	2515	127
Vwa3a	4142	23
Cuedc2	1513	652
Ing4	1590	641
Mmp28	1578	23
Sephs2	2317	1105
Gprc5a	2063	326
Magee1	3548	398
Apex2	1853	148
Dusp14	1528	47
Plekha1	3654	3137
Rbfox2	1938	212
LOC367975	1406	0
Heatr6	3759	393
RatNP-3b	537	25
Aup1	1425	1646
Rab5b	3267	4351
Pbk	1813	520
Bbx	2964	170
Lmf2	2716	1661
Habp4	1423	426
Gtf3c5	2724	486
Sema3b	2513	1269
Zfp426	2919	348
Acsbg2	2613	1
Anapc5	2364	5236
Dhcr24	1551	940
Ptpn20	3017	5
Prr5l	2318	537
Cep85	4490	793
Tmub1	1426	414
Zfp652	2641	249
Ucn3	523	1
Tmem30b	3076	1
Car12	1065	44
Tctn2	2400	165
Ppip5k1	5485	644
Tas2r139	960	0
Zfp639	1796	275
Cryga	616	9
Tas2r120	888	0
Tas2r124	930	0
Tas2r109	963	0
Pik3r6	2271	209
Cactin	2594	486
Fam72a	450	36
Fbxw9	1911	228
Crygc	623	0
Pou5f2	1235	0
Gnl3l	1810	727
Klc1	2382	4730
Tbc1d10c	1711	17
Fbxw17	1723	159
Rnf144a	1657	239
Igf1	1925	1326
Hnrnpd	1702	2677
Spint2	1342	725
Trim21	1416	138
Fastkd3	2263	330
Nit1	1450	1120
Rasgrp2	2226	255
Trpc4	3127	15
Slc30a2	3151	0
Chmp1a	2096	1719
Stk38l	2404	599
Pinx1	996	163
Tomm40l	927	172
Celf2	2049	810
Pds5a	4030	1030
Gria2	6856	1006
Ccdc92	1953	500
Selenop	2161	14055
Spx	1555	5
Prl3d2	927	0
Rev3l	10689	758
Apoc2	501	3
Wls	3687	4443
Kif2c	2894	587
Gjc1	1594	157
Tas2r140	939	0
Clec2d2	702	41
Klrb1c	654	1
Clec2dl1	702	14
Klrb1	645	0
Mpnd	1545	809
Ddi1	1848	0
Selenoo	2464	316
Sav1	2046	809
Tlr7	3466	1062
Tead3	2557	215
Mpv17	1508	466
Hras	1371	579
Zbtb24	3769	180
Ercc6l	4000	197
Necab3	1772	64
Rprd1b	3573	484
Serf2	2425	4323
Dhx58	2373	158
Prkrip1	1375	233
Zfhx2	8945	155
Lyg1	798	0
Wdr35	4194	547
Tbpl2	1035	0
Vom2r2	2037	0
Vom2r4	2524	0
Vom2r6	2526	0
Vom2r3	2526	0
Vom2r1	2519	0
Vom2r5	2529	0
Vom2r7	1648	0
Vom2r8	2580	0
Vom2r9	2601	0
Vom2r59	2571	0
Vom2r30	2321	0
Vom2r69	2550	0
Vom2r10	2577	0
Vom2r11	2595	0
Vom2r26	2556	0
Vom2r28	2512	0
Vom2r35	2103	0
Vom2r57	2579	0
Vom2r38	2377	0
Vom2r70	2532	0
Vom2r58	2574	0
Vom2r60	2595	1
Vom2r68	2553	0
Vom2r25	2583	0
Vom2r36	2376	1
Vom2r56	2582	0
Vom2r67	2040	0
Vom2r73	2532	0
Vom2r37	2379	1
Vom2r12	2562	0
Vom2r13	2562	0
Vom2r15	2574	0
Vom2r17	2556	0
Vom2r19	2574	0
Vom2r24	2586	0
Vom2r54	2367	0
Vom2r55	2372	0
Vom2r29	2487	0
Vom2r33	2365	0
Vom2r44	2670	42
Vom2r63	2559	0
Vom2r41	2109	0
Vom2r46	2477	0
Vom2r52	2488	0
Vom2r79	2595	0
Vom2r76	2592	1
Vom2r47	2475	1
Vom2r50	2574	0
Vom2r61	2563	0
Vom2r62	2561	0
Vom2r51	2565	0
Vom2r42	2562	0
Vom2r43	2544	0
Vom2r64	2561	0
Vom2r48	2571	0
Vom2r49	2565	0
Vom2r71	2556	0
Vom2r72	2532	0
Vom2r77	2550	0
Abracl	679	1072
Vom2r23	2589	0
Vom2r65	1974	0
Vom2r16	2550	0
Vom2r22	2577	0
Vom2r34	2270	0
Vom2r78	1956	0
Pigp	540	335
Lilrc2	1034	36
Pam16	522	305
Eif4a3	1490	1634
Noxa1	1378	4
Kctd8	2840	58
Arx	2724	0
Tmem38a	1450	121
Nup153	6206	1551
Mrps7	998	605
Ccnc	3307	866
Wnt7a	3150	212
Ccnf	3313	774
Hip1	7376	3542
Nectin1	5664	481
Ces2e	2236	0
Ptpn4	10570	793
Tradd	1333	384
Slc5a11	2069	331
Myh8	5670	0
Gjd4	1086	0
Rimbp2	6862	468
Wnt5b	2122	128
Mc2r	1148	2
Hcfc1r1	632	1211
Gnptg	1175	608
Ctdnep1	1505	1655
Spop	2414	1489
Hoxb9	937	59
Pkp2	2081	29
Usp16	2887	702
Gbe1	2822	918
Gadd45gip1	1212	586
Asna1	1350	1609
Cdk18	1486	594
Zmiz2	4368	711
Oxsm	2744	188
Psmc6	2372	1499
Osgep	1271	281
Riok1	2081	352
Gpld1	3188	180
Cep76	2724	263
Slc25a46	2917	720
Kctd1	3431	402
Aars	3363	3872
Hs2st1	4117	3099
Gga2	2811	1105
Ric8a	2542	1179
Phlda2	705	1
Otp	1391	3
Pcdh18	4890	152
Frzb	2739	173
Rag2	3546	0
Tmx4	4951	1851
Dlx1	2757	3
Anapc2	2667	1992
Nacc2	3165	1407
Rpl7	849	9129
Col15a1	5193	2550
Magoh	653	493
Pabpc4	2611	2137
Sdhb	970	2252
Iah1	914	889
Nova1	3514	544
Eif2s3	3672	3802
Dusp7	3124	1223
Rbm5	2995	2390
Mrps9	1402	506
Slu7	2256	878
RGD1304587	1272	163
Gtf2e1	2880	446
Olig2	2650	974
Tiam1	6853	390
Rwdd2b	2147	204
Nrip1	7910	496
Castor2	6852	567
Hook2	2596	254
Gorab	2468	363
Lin54	4313	624
Peli1	2383	255
Otx2	2339	0
Fbxl3	3276	1281
Kat6a	8969	2211
Iars	4494	1187
Zkscan8	8811	549
Mpp7	1892	85
Akr1c19	1355	123
Apbb1ip	2488	1482
Uba2	2613	610
Cfap161	1392	1
Ppfibp2	3388	800
Pign	4128	365
Rce1	1415	404
March9	1484	98
Ints2	5915	462
Tph1	3897	10
Mr1	1455	86
Scamp1	3522	1585
Trim23	3294	550
Pou2f1	2565	54
Lamc2	5157	63
Mtnr1b	1858	0
Lrrcc1	3532	498
Fxr2	2644	1578
Foxn1	2346	0
Pigx	970	392
Poglut1	2918	936
Sidt1	3912	108
Nacad	4362	1791
Megf10	4054	971
Hspa9	2834	3167
Cdc23	3281	912
Ripor1	4130	1461
Ctr9	4234	1541
Eif3c	3037	4828
Gfm2	3201	495
Schip1	2353	1291
Mtx1	1448	967
Smap2	2844	2298
Atl2	2835	477
Tspan6	1615	757
Mapk8ip3	3969	2548
Map2k3	2330	240
Mepce	3104	48
Kdm2b	5185	617
Ralgps2	1547	156
Pbx1	6768	782
Fcrla	1205	21
Klhdc8a	3199	54
Sh3bp2	2860	1107
Clybl	1227	107
Myh14	6443	1478
Numa1	7761	3188
Tnpo1	8281	3472
Eif5a2	4871	803
Zfp131	2427	592
Sfrp2	1977	43
Wdr47	4102	658
Extl2	1990	333
Slc27a4	3067	1443
Zer1	4191	1422
Nrf1	1869	304
Lck	1953	54
Alg2	3025	1190
Rap1gap	3298	888
Sos1	6018	897
E2f6	2178	795
Dcaf5	5497	867
Ap3d1	4766	3789
Lingo1	2484	147
Adpgk	2579	1181
Camp	585	27
Exosc7	1017	245
Rufy1	2665	1256
Ccdc43	2283	468
Tepsin	2776	583
Nipsnap1	1886	624
Nudt18	1388	389
Lpcat1	3608	1268
Abhd17c	2179	541
Syvn1	2957	1118
Mta2	2989	2399
Col6a2	3601	6308
Trpc4ap	3145	3102
Mxd1	2633	550
Suclg2	2212	1937
Bms1	4006	936
Ndufa9	1228	1401
Inpp5b	3809	704
Ttc7a	4482	1608
Pias4	2407	509
Mybpc1	3911	36
Retreg2	2541	1502
Havcr2	2763	285
Bloc1s4	1301	231
Arrdc1	1579	814
Esf1	3404	599
E2f1	2643	391
Aicda	1271	0
Hyal4	3266	0
Nanog	2358	0
Nudt16l1	1264	579
Gjc2	2081	1263
Hoxb4	1768	84
LOC498222	2866	1
Ptpn13	8258	1098
Tdrp	2414	203
Rpf1	1291	318
Aplp1	2237	10840
Cd99	599	1715
Tmem41a	1417	158
Fscn1	2369	3589
Rnpc3	1791	269
Marc1	1944	24
Cldn12	3479	524
Gtpbp10	1653	237
Ccne1	1929	275
Flt3	3672	154
Wdr44	4020	350
Hint3	960	284
Cenpf	10064	1438
Sympk	4031	1428
Psmd8	1520	2046
Mtch1	1783	5565
Ppa1	1312	799
Fcgr1a	1249	808
Pla2r1	5599	33
Zmynd8	4005	1662
Txndc12	1314	1071
Lamb3	4076	37
Col9a1	3813	6
Sptbn4	8736	329
Mtmr10	4644	1530
Abl1	6158	545
Kmt2e	7036	2788
Zfp746	3691	688
RGD1310587	2700	426
Top2b	3929	1980
Scgb1b30	401	0
Slc25a16	3172	487
Fam13a	2390	148
Galnt16	3857	686
Sept12	1296	0
Cfap157	1706	329
Map3k9	3638	135
Sema3g	3626	294
Myl9	999	933
Tmem259	2052	1532
Gxylt1	6718	1108
St6gal2	1800	4
Shroom3	6781	226
Grsf1	2696	1584
Wdr20	4155	253
Atf1	2110	1126
Mtf2	2549	335
Ss18	2954	2139
Snta1	2099	390
Brd4	7037	2703
Hoxc9	917	35
Fam129c	2383	4
Prkaca	2227	1670
Pomp	445	1783
Gpr39	1616	2
RGD1562638	4332	0
Rspry1	2279	357
Aass	3172	81
Lmod2	2213	0
Mroh7	4161	66
Scap	4273	1872
Nyx	1971	34
Cfap52	2226	69
Appbp2	6384	1913
Aebp1	3793	6872
RGD1305110	2455	434
Pard6g	1149	106
Arhgef37	4474	195
Vps13a	11144	939
Pbxip1	2977	2501
Mtfr1	1066	44
Tmem127	4361	1951
RGD1311084	1511	68
Efnb3	3114	321
Siva1	1681	304
Myl6l	612	0
Ncf2	1584	846
RGD1563667	1894	0
Hipk1	7996	3919
Aqr	4841	1090
Spidr	3118	251
Mtus2	1537	36
Rspo3	1006	20
Zfp14	3308	4
Etv3l	1756	0
Stpg2	2063	1
Tmem65	2910	1157
RGD1559714	1824	0
Rtl8a	1213	878
LOC679149	1442	72
Mapre2	2440	3487
Hacd1	926	90
Pou6f2	2411	1
Kcne5	616	38
Vipas39	2376	1022
Psmf1	1385	926
Pja1	2105	1168
LOC683313	2117	0
Fgfr1op	1456	224
Tlr8	3381	612
Echdc3	1355	39
Ndufv3	1535	752
LOC686288	1392	0
Atg4d	1939	591
Ajap1	2405	113
LOC687399	1449	15
Lrrc75b	995	101
LOC688090	792	0
Oaz3	863	4
LOC689757	789	27
Olr1867	1223	0
Krt83	1488	0
Foxc2	2703	466
Ampd2	3363	702
Pds5b	7181	1437
March11	1557	12
Cldn6	1544	4
Nts	798	77
Svs6	541	0
Uck2	1575	456
Irx6	2490	14
Svs3b	1241	0
Prnd	537	2
Cxcr6	1790	6
Parp9	3152	944
Kifc3	3331	1134
LOC691995	1474	701
LOC100125362	5599	237
Fbxl13	2155	6
LOC100125364	2541	468
LOC100125367	1970	67
Ces1f	1899	0
Pnrc2	1874	2869
Adat3	1370	65
Nudcd3	1058	51
LOC100125384	1470	0
Mroh1	1457	347
Prr15	1417	44
Ephb1	4625	651
Kcnmb3	1636	0
Jrk	3387	244
Hnrnpa2b1	1058	6384
Sephs1	5245	955
Sema3d	4922	733
Sobp	2595	180
Rs1	675	0
Mrvi1	6378	202
Mdfic	3402	886
Prps1l1	1691	0
Cad	7125	1117
Grm2	4580	3
Grm3	3384	172
Prkca	3701	738
Wnt1	2360	0
Wnt3	2939	10
Crabp1	755	27
Dpysl2	4370	8224
Vps35	3192	3909
Mip	2378	0
Nfkbia	1566	1957
Notch1	9407	2668
Ubtf	4736	2135
Rasa2	2556	182
Ccng2	2472	594
Ptpmt1	1629	417
Psmb5	852	1435
Nthl1	1084	237
Dpf1	2349	182
Rps28	339	2425
Prkg1	1951	12
Sec23a	2487	827
Cacnb4	3790	198
Dusp10	2704	147
Litaf	1955	6186
Chic2	961	199
Tek	4559	539
Gpx5	1638	0
Prrx2	1229	176
Ndst2	4145	402
Csn1s2a	868	0
Klf3	4987	1458
Shc3	1968	149
Eif2ak4	5225	620
Pou2f3	2407	6
Pou6f1	2231	100
Il9	563	0
Kcnd1	3712	248
Il16	4985	1081
Stim2	3392	880
Hivep1	7982	501
Pop5	1439	197
Rasgrf1	5135	1314
Sez6	3975	601
Pkn2	5592	1195
Pbp2	1295	0
Tmed7	3435	2964
Dock9	9363	2339
Ptar1	1596	180
Tnfrsf17	787	5
RGD1565166	1529	31
Zfp263	3215	364
Zfp213	2401	168
Zfp13	2125	139
Pkmyt1	1964	434
Kremen2	1936	0
Kctd5	2473	583
Tbc1d24	3923	530
Zfp598	3275	1354
Mrps34	901	334
Prss34	1204	0
Chtf18	3100	341
Rpusd1	1747	325
Foxi1	2319	0
Rars	2105	1061
Rnf145	3261	1839
Nhp2	666	433
Sec24a	4685	638
Mrpl22	735	358
Mrpl55	945	400
Wnt9a	3337	204
Jmjd4	1281	85
Nt5m	667	59
B9d1	811	198
Mfsd6l	2094	0
Arhgef15	3653	83
Rangrf	827	194
Pfas	4488	1321
Hes7	752	7
Aloxe3	2525	78
Naa38	711	365
Acap1	2468	166
Slc16a11	1779	1790
Alox12	2838	114
Med11	756	255
Zmynd15	2879	110
Camta2	4438	2003
Dhx33	2716	337
Sdf2	1263	959
Nek8	2616	155
Txndc17	1425	1150
Emc6	1266	423
Mnt	4566	846
Smg6	6336	734
Dph1	2051	278
Smyd4	3249	107
Rilp	1294	67
Slc43a2	4492	3072
Vps53	2805	735
Abr	4864	4680
Ift20	1126	544
Poldip2	1773	1304
Sarm1	4039	163
Tp53i13	1392	443
Rhbdl3	3750	184
Spaca3	939	0
Ccl12	540	14
Gas2l2	3105	0
Taf15	1494	1037
Ppm1d	2909	340
Tubd1	1758	83
Mtmr4	5684	1089
Supt4h1	1042	510
Lpo	2930	0
Eme1	1710	90
Mrpl27	694	650
Dlx3	2632	3
Phospho1	1999	201
Mrpl45	2205	815
Cisd3	896	283
Pcgf2	1361	180
Eif1	1074	3800
Klhl11	2441	283
Nkiras2	2152	420
Rab5c	1876	5390
Cavin1	1393	1451
Rdm1	1124	155
Lsm12	2234	1260
Higd1b	735	22
Plcd3	2944	349
Fmnl1	3659	1708
Sppl2c	2231	0
Helz	6193	621
Cep112	3443	118
Ush1g	1393	1
Otop2	2100	0
Otop3	2271	2
Recql5	3905	418
Chmp6	1558	992
Pycr1	930	61
Ppp1r27	789	6
St6galnac1	2432	2
Mzt2b	1214	288
Top3b	2965	533
Hic2	4509	81
Thap7	1209	337
Scarf2	3313	343
Dgcr8	4538	734
Cdc45	1855	294
Klhl6	2415	596
Ephb3	4009	127
Rfc4	1184	568
Rtp1	825	0
Hrasls	2976	40
Meltf	4197	141
Tm4sf19	766	18
Mylk	7764	2101
Ccdc58	1216	241
Csta	403	0
Stfa3	403	0
Polq	8527	154
Arhgap31	4566	1416
Zbtb20	5959	125
Naa50	4669	208
Tmprss7	2590	43
Nectin3	1630	281
Hoxd1	1830	15
Hoxd4	2705	66
Hoxd13	2483	0
B3galt5	5100	1167
Senp7	4876	395
Tmem30c	1291	2
Gpr15	1939	4
Psmg1	1146	581
Ripply3	1424	18
Ifnar1	4092	3626
Chodl	2319	23
Tmprss15	4070	0
Krtap15-1	825	0
Cct8	2521	3822
Rbm11	2501	48
Lipi	2071	0
Cggbp1	4303	1885
Car15	1100	0
Pex11g	1152	49
Mcoln1	2070	548
Cd209a	1467	0
Dppa1	894	0
Uspl1	3591	514
Trrap	12520	2102
Pms2	2828	404
Usp42	5749	354
Grid2ip	3450	33
Slc29a4	2380	254
Snx8	2617	903
Elfn1	4178	83
Dhrsx	755	402
Asmtl	894	389
Tfr2	2964	16
Actl6b	1562	87
Pop7	843	215
Fis1	948	1585
Alkbh4	1803	109
Polr2j	728	470
Fkbp6	1385	0
Mrps17	1304	560
Zbed5	2487	311
Mmp17	3509	42
Dhx37	4177	539
Ogfod2	1645	169
Vps37b	2520	725
Zcchc8	2818	657
Vps29	1157	1146
Arpc3	872	4204
Unc119b	3659	1072
Foxn4	2708	5
Iscu	924	1059
Sgsm1	5116	366
B3gnt4	1414	0
Naca	6830	5940
Ormdl2	1058	643
Bloc1s1	548	851
Neurod4	3311	9
Il27ra	2322	11
Rfx1	4156	562
Nanos3	738	3
Trir	889	531
Wdr83os	586	1098
Serpinb8	3005	772
C1ql2	953	20
Slc35f5	2716	589
Pik3c2b	5340	445
Sox13	3563	568
Tmem9	1570	750
Aspm	9727	1009
F13b	2172	0
Rgl1	3995	1196
Tsen15	987	239
RGD1309104	1720	634
Swt1	3679	339
Shcbp1l	2045	0
Prg4	3680	2090
Mrps14	1256	481
Kifap3	3881	1707
Dpt	1616	221
Creg1	2091	2527
Lmx1a	3252	3
Ppox	1793	349
Vangl2	2813	70
Nhlh1	2452	3
Slamf9	1125	931
Vsig8	1812	3
Slamf8	1600	279
Grem2	3719	120
Adss	2539	1982
Cox20	1028	712
Efcab2	2604	53
Gpr137b	849	482
Mixl1	2342	0
Nvl	2901	327
Cnih4	1665	664
Susd4	2121	220
Disp1	5031	325
Rps6kc1	3812	788
Slc30a10	2243	105
Lyplal1	1496	176
Tatdn3	1151	210
Plxna2	10201	1041
Cr2	3350	7
Kif21b	5387	513
Atp6v1g3	1719	0
Xpr1	2410	485
Glmn	1993	321
Ephx4	1180	22
Klhl8	3149	342
Mrps18c	809	259
Mrpl1	1083	176
Ccni	2671	3257
Ankrd17	10088	2643
Cox18	1338	178
Enam	4247	0
Polr2b	3829	1408
Nipal1	1379	8
Commd8	1389	826
Gnpda2	1825	287
Ube2k	4971	1466
Pgm2	1971	854
Tbc1d19	1786	320
Ldb2	1937	127
Gba3	1316	0
Evc2	4067	135
Nop14	2537	657
RGD1560394	665	34
Pla2g3	2526	389
Morc2	4289	655
Myl7	577	3
RGD1309870	747	24
H2afv	1896	556
Abca13	15110	5
C1d	3129	407
Prorsd1	1030	76
Erlec1	1874	1367
Pde6b	2772	8
Mss51	1589	130
RGD1306063	1061	415
Fam3d	1318	6
Cdkn3	804	222
Cnih1	1327	1520
Parp2	1817	533
Pnp	1052	6130
Psmb11	2534	5
Efs	2488	652
Cmtm5	1029	1378
RGD1564324	542	0
Nrl	717	1
Fitm1	920	11
Ipo4	3717	1650
Mdp1	1895	256
Nop9	2230	418
Ctsg	1006	2
Xpo4	9234	771
Dleu7	1693	20
Tdh	1546	5
Sox7	3282	159
Adamdec1	2394	0
Loxl2	2341	944
Dok2	1594	332
Nudt15	800	31
Dnajc15	780	378
Esd	1176	980
Olfm4	2731	8
RGD1306441	1134	0
Klhl1	2703	21
Mycbp2	14301	2426
Trim52	880	0
Slitrk6	4248	67
Cldn10	1331	103
Thoc3	2115	645
Slmap	3637	1016
Arhgef3	3617	427
Ogdhl	3554	388
LOC290595	744	160
Cherp	4084	1359
Ocel1	1154	169
Pgls	2376	775
Colgalt1	3013	2223
B3gnt3	2160	0
Fcho1	3236	343
Map1s	3189	895
Ccdc124	1607	882
Mpv17l2	1005	542
Lsm4	911	913
Crlf1	1668	493
Klhl26	3820	333
Cope	825	1118
Mau2	8505	1659
Tssk6	1302	20
Atp13a1	3812	1502
Tktl2	2012	0
Tll1	4725	58
Nek1	4894	403
Ing2	2738	321
Tnks	4575	972
Dctn6	968	681
Ubxn8	3515	344
Tex15	8399	9
Erlin2	3181	1273
Ash2l	2396	920
Nsd3	4863	970
Mrps31	1361	351
Vps36	1298	686
Usp4	4096	1698
Tmem255b	515	62
Lig4	3192	343
Gdf2	2591	0
Med10	844	668
Slc35d2	1560	315
Cts7	1504	0
Agtpbp1	4485	1202
Catsper3	1267	0
Higd2a	617	329
Ogn	2650	640
Ptpdc1	3039	604
Gcm2	3365	0
Eef1e1	998	454
Snrnp48	1191	278
Irf4	4803	38
Nrsn1	1378	189
Dcdc2	6788	73
Acot13	743	113
Gmnn	1178	583
Hist1h1a	744	5
Hist1h2bo	565	15
Mrpl32	768	308
Hecw1	5178	45
Tubal3	1290	0
Fbxo18	3530	2260
Usp6nl	5241	1253
Ucma	723	3
Fam188a	2321	671
Mrc1	5233	3753
Slc39a12	2213	154
Spag6l	1736	2
Enkur	1205	39
Prtfdc1	1099	1409
Ly86	936	538
Zadh2	3357	533
Atp9b	5102	1342
Ctdp1	3732	811
Loxhd1	7037	0
Dym	2500	711
Ska1	1440	179
Snx2	2036	2338
Ftmt	1250	0
Poli	2360	134
Psmg2	1064	335
Oacyl	3430	13
Atp8b1	4167	67
RGD1562699	389	2
Afap1l1	3436	427
Tcof1	4626	756
RGD1312005	1970	475
Slc27a6	2603	13
Pudp	1024	0
Trim36	2627	333
Myot	2206	0
RGD1563060	784	0
Spry4	4756	393
Pabpc2	2269	0
Slc25a2	1197	25
Ndufa2	560	896
Tmco6	1842	329
Wnt8a	1692	0
Pkd2l2	2473	3
Srp19	760	590
Fam13b	5030	1923
Stard4	2677	330
Trappc8	5157	1309
Abhd3	1912	510
Snrpd1	832	460
Cmtm3	1519	661
Car7	1513	1
Tk2	2389	391
Setd6	1683	107
Mmp15	3818	1945
Drc7	2813	5
Mcm5	2529	1307
Tox3	2901	45
Nod2	3629	70
Cnep1r1	1131	457
Mmaa	3293	113
Ces2g	2480	0
Ces4a	2437	2
Hsf4	1514	112
Exoc3l1	2511	157
Tmem208	798	628
Enkd1	1535	84
Dus2	1936	289
Cog8	2072	370
Tmed6	867	1
Wwp2	2487	677
Dhx38	4409	972
Cmtr2	3553	151
Sf3b3	4508	1965
Wwox	1711	76
Cdyl2	2183	93
Gins2	4192	531
Banp	2090	213
Cdt1	2239	392
Trappc2l	595	582
Sult5a1	1109	52
Spata33	559	70
Galnt2	3842	3500
Arv1	1142	199
Pgbd5	2006	175
Sprtn	1407	193
Tectb	2749	4
Dclre1a	3540	428
Tdrd1	4904	3
Znhit6	1562	400
Rnf217	1930	304
Mrpl18	944	481
Fbxo5	1907	243
Myct1	1560	26
Pabpc6	3076	2
Tbxt	1974	3
Rnaset2	963	6330
B3gnt6	1594	5
RGD1562747	1038	197
Lix1	1522	25
Smoc2	2693	688
Fpr1	1208	3
Lrp11	3216	716
Leng1	1846	95
Prpf31	2404	808
Nlrp4a	3930	0
Rfpl4a	1444	0
Fiz1	2655	460
Ube2s	950	1347
Ttyh1	2956	3260
Bicra	5516	1118
Tmem160	819	276
Ercc1	1069	639
Ccdc61	2086	226
Qpctl	2166	456
Ppm1n	1368	33
Clptm1	2453	3535
Tescl	861	0
Ethe1	967	592
Ccdc97	2950	909
Blvrb	884	460
Med29	1297	507
Pak4	2857	614
Mrps12	719	388
Sars2	1859	219
Rinl	3001	26
Eif3k	481	852
Map4k1	2699	557
Polr2i	799	271
Lin37	998	260
Gpatch1	3073	317
Pdcd5	657	810
Zfp507	4167	185
Siglec5	2474	96
Siglec10	2373	358
Ctu1	2245	135
Klk11	1260	0
Klk9	1032	0
Klk7	1369	0
RGD1309036	1203	29
