Geneid	Length	genome_mapping/136-LC_R1.rn6.sorted.bam
Olr176	957	0
Olr178	939	0
Olr180	951	0
Olr183	942	0
Olr184	954	0
Olr185	954	0
Olr189	942	0
Olr190	948	0
Olr193	916	0
Olr196	951	0
Olr197	954	0
Olr200	966	1
Olr201	945	0
Olr203	948	0
Olr204	948	0
Olr206	948	0
Olr208	951	0
Olr210	951	1
Olr211	927	0
Olr214	951	0
Olr215	948	0
Olr217	951	0
Olr221	924	0
Olr222	933	0
Olr223	951	0
Olr227	954	0
Olr229	945	0
Olr230	954	0
Olr231	948	0
Olr233	948	0
Olr234	945	0
Olr235	939	0
Olr237	945	0
Olr239	939	0
Olr242	933	0
Olr244	945	0
Olr245	984	0
Olr246	939	0
Olr247	945	0
Olr251	945	0
Olr252	972	0
Olr263	945	0
Olr262	957	0
Olr259	942	0
Olr285	936	0
Olr282	981	0
Olr281	945	0
Olr279	945	0
Olr276	945	0
Olr267	945	0
Olr270	945	0
Olr272	945	0
Olr288	957	0
Olr292	918	0
Olr295	933	0
Olr297	924	0
Olr298	912	0
Olr299	930	0
Olr300	924	0
Olr302	933	0
Olr303	924	0
Olr305	933	0
Olr307	933	0
Olr309	933	0
Olr315	933	0
Olr321	933	0
Olr323	936	0
Olr324	936	0
Olr325	945	0
Olr326	954	0
Olr327	966	0
Olr332	960	0
Olr329	942	0
Olr338	939	0
Olr340	945	0
Olr343	945	0
Olr346	927	0
Olr352	924	0
Olr357	948	0
Olr371	942	0
Olr375	960	0
Olr376	948	0
Olr379	936	0
Olr383	948	0
Olr384	951	0
Olr1768	939	0
Olr1671	939	0
Olr1668	939	0
Olr1673	939	0
Olr1683	939	0
Olr1684	942	0
Olr1704	939	0
Olr1695	966	0
Olr1691	972	0
Olr1690	972	0
Olr1688	1005	0
Olr1708	915	0
Olr1724	923	0
Olr1730	954	0
Olr439	930	0
Olr440	946	0
Olr441	945	0
Olr442	948	0
Olr443	945	0
Olr447	945	0
Olr448	957	0
Olr450	939	0
Olr453	945	0
Olr454	936	0
Olr455	936	0
Olr458	939	0
Olr459	930	0
Olr461	936	0
Olr462	933	0
Olr464	954	0
Olr465	948	0
Olr466	936	0
Olr469	924	0
Olr470	975	0
Olr472	984	0
Olr473	933	0
Olr476	966	0
Olr477	960	0
Olr479	942	0
Olr484	948	0
Olr485	951	0
Olr488	927	0
Olr493	942	0
Olr495	948	0
Olr502	942	0
Olr510	933	0
Olr513	936	0
Olr514	942	0
Olr515	966	0
Olr516	936	0
Olr517	993	0
Olr519	969	0
Olr528	942	0
Olr539	939	0
Olr540	939	0
Olr550	939	0
Olr554	951	0
Olr558	921	0
Olr560	981	0
Olr567	927	0
Olr575	930	0
Olr576	927	0
Olr588	945	0
Olr592	936	0
Olr597	933	0
Olr598	933	0
Olr602	939	0
Olr607	951	0
Olr609	951	0
Olr610	946	0
Olr614	951	0
Olr619	972	0
Olr631	921	0
Olr639	942	0
Olr651	927	0
Olr655	930	0
Olr657	933	0
Olr658	930	0
Olr659	930	0
Olr663	936	0
Olr664	936	0
Olr668	936	0
Olr669	936	0
Olr672	915	0
Olr674	936	0
Olr678	936	0
Olr679	936	0
Olr686	936	0
Olr687	933	0
Olr694	927	0
Olr703	948	0
Olr713	945	0
Olr718	945	0
Olr721	912	0
Olr728	930	0
Olr731	909	0
Olr748	939	0
Olr750	912	0
Olr752	933	0
Olr754	918	0
Olr758	939	0
Olr769	939	0
Olr770	939	0
Olr773	939	0
Olr775	939	0
Olr781	963	0
Olr783	939	0
Olr789	939	0
Olr792	951	0
Olr400	930	0
Olr397	930	0
Olr403	924	0
Olr404	939	0
Olr406	936	0
Olr408	939	0
Olr411	942	0
Olr415	948	0
Olr416	936	0
Olr417	954	0
Olr420	927	0
Olr422	954	0
Olr423	987	0
Olr424	993	0
Olr425	954	0
Olr428	936	0
Olr429	930	0
Olr434	984	0
Olr853	939	0
Olr852	951	0
Olr851	960	0
Olr850	951	0
Olr848	954	0
Olr847	954	0
Olr845	954	0
Olr841	953	0
Olr836	960	2
Olr834	939	0
Olr833	951	0
Olr855	948	0
Olr865	948	0
Olr866	948	0
Olr867	948	0
Olr869	948	0
Olr840	960	0
Olr839	957	0
Olr1095	957	0
Olr1087	942	0
Olr1086	963	0
Olr1085	933	0
Olr1075	960	0
Olr1106	930	0
Olr1107	927	0
Olr1111	933	1
Olr1124	939	0
Olr1139	975	0
Olr1130	939	0
Olr1145	918	0
Olr1147	939	0
Olr1151	918	0
Olr1155	939	0
Olr1169	957	0
Olr1196	933	0
Olr1198	928	0
Olr1204	945	0
Olr1214	933	0
Olr1217	933	0
Olr1222	939	0
Olr1223	942	0
Olr1226	942	0
Olr1227	933	0
Olr1229	942	0
Olr1232	933	0
Olr1234	942	0
Olr1235	942	0
Olr1240	933	0
Olr1241	933	0
Olr1242	936	0
Olr1243	933	0
Olr1248	933	0
Olr1251	930	0
Olr1252	933	0
Olr1259	948	0
Olr1264	936	0
Olr1265	954	0
Olr1273	936	0
Olr1285	945	0
Olr1293	945	0
Olr1297	945	0
Olr1301	945	0
Olr1302	945	0
Olr1304	936	0
Olr1306	939	0
Olr1309	945	0
Olr1311	945	0
Olr1314	918	0
Olr1315	936	0
Olr1319	939	0
Olr1320	939	0
Olr1323	936	0
Olr1325	924	0
Olr1326	939	0
Olr1327	936	0
Olr1330	930	0
Olr1332	939	0
Olr1334	936	0
Olr1335	933	0
Olr1337	954	0
Olr1339	945	0
Olr1341	939	0
Olr1344	936	0
Olr1349	960	0
Olr1096	951	0
Olr959	942	0
Olr962	945	0
Olr1218	933	0
Olr1765	939	0
Olr1766	933	0
Olr1767	924	0
Olr1751	939	0
Olr1356	939	0
Olr1369	942	0
Olr1504	939	0
Olr1533	921	0
Olr878	930	0
Olr1065	939	0
Olr1576	930	0
Olr1595	948	0
Olr1596	966	1
Olr1606	954	0
Olr1637	996	6
Olr37	966	3
Olr318	957	0
Olr319	930	1
Olr337	957	6
Olr1687	966	0
Olr1709	939	0
Olr1733	930	0
Olr561	972	0
Olr601	954	0
Olr698	948	0
Olr725	933	0
Olr856	939	0
Olr1121	942	0
Olr1280	960	0
Olr1283	1053	0
Olr1307	936	0
Olr1346	972	0
Olr1619	936	0
Olr1069	945	0
Olr1381	942	0
Olr1393	936	0
Olr1433	984	0
Olr1457	927	0
Olr1481	937	0
Olr1509	936	0
Olr1525	963	0
Olr1538	924	0
Olr1542	927	0
Olr1568	939	0
Olr1581	933	0
Olr1607	948	0
Olr1643	927	0
Olr1657	939	0
Olr1667	945	0
Olr1l	975	0
Olr6	939	0
Olr12	924	0
Olr43	951	1
Olr63	954	8
Olr87	939	0
Olr142	945	0
Olr145	945	0
Olr152	942	0
Olr154	954	0
Olr158	960	0
Olr192	939	0
Olr202	969	0
Olr218	951	0
Olr220	915	0
Olr224	945	0
Olr286	939	0
Olr311	933	0
Olr361	933	0
Olr1693	963	0
Olr390	963	0
Olr395	939	0
Olr399	924	0
Olr482	945	0
Olr522	948	0
Olr532	966	0
Olr536	933	0
Olr541	939	0
Olr542	939	0
Olr577	939	0
Olr578	933	0
Olr690	936	0
Olr705	921	0
Olr710	945	0
Olr722	930	0
Olr724	921	0
Olr729	927	0
Olr741	927	0
Olr742	918	0
Olr744	924	0
Olr745	930	0
Olr777	939	0
Olr791	939	0
Olr838	957	0
Olr854	942	0
Olr857	948	0
Olr858	939	0
Olr859	948	0
Olr879	939	0
Olr916	954	0
Olr927	963	0
Olr960	942	0
Olr987	960	0
Olr1070	960	0
Olr1081	954	0
Olr1091	936	0
Olr1193	963	1
Olr1230	942	0
Olr1257	936	0
Olr1294	936	0
Olr1295	945	0
Olr1328	924	0
Olr796	936	0
Olr795	939	0
Olr788	939	0
Olr785	963	0
Olr784	939	0
Olr782	939	0
Olr780	939	0
Olr778	927	0
Olr776	939	0
Olr772	939	0
Olr771	945	0
Olr767	939	0
Olr757	936	0
Olr756	918	0
Olr749	939	0
Olr737	927	0
Olr734	930	0
Olr733	930	0
Olr727	930	0
Olr726	873	0
Olr717	951	0
Olr716	954	0
Olr715	924	0
Olr712	954	0
Olr711	945	0
Olr704	924	0
Olr701	918	0
Olr695	936	0
Olr693	918	0
Olr691	951	0
Olr681	936	0
Olr675	936	0
Olr670	936	0
Olr665	936	0
Olr660	924	0
Olr654	930	0
Olr653	930	0
Olr652	930	0
Olr650	927	0
Olr649	936	0
Olr648	936	0
Olr646	921	0
Olr641	909	0
Olr640	930	0
Olr636	942	0
Olr635	930	0
Olr634	942	0
Olr633	912	0
Olr625	936	0
Olr624	915	0
Olr623	837	0
Olr621	912	0
Olr613	933	0
Olr608	981	0
Olr604	957	0
Olr594	936	0
Olr590	933	0
Olr587	936	0
Olr586	936	0
Olr584	939	0
Olr582	933	0
Olr581	939	0
Olr569	930	0
Olr566	945	0
Olr563	945	0
Olr562	957	0
Olr559	945	0
Olr557	1023	0
Olr551	938	0
Olr537	939	0
Olr535	942	0
Olr533	936	0
Olr529	945	0
Olr527	948	0
Olr518	951	0
Olr508	942	0
Olr507	942	0
Olr505	942	0
Olr500	954	0
Olr496	942	0
Olr486	960	0
Olr483	960	0
Olr481	945	0
Olr480	942	0
Olr475	933	0
Olr456	915	0
Olr436	930	0
Olr34	939	10
Olr32	1008	0
Olr29	1008	0
Olr25	993	0
Olr24	942	0
Olr16	951	0
Olr14	942	0
Olr1845	953	0
Olr1067	948	0
Olr1060	957	0
Olr1014	945	0
Olr996	936	0
Olr982	936	0
Olr954	954	0
Olr931	939	0
Olr922	945	0
Olr906	938	0
Olr877	939	0
Olr876	939	0
Olr1084	933	0
Olr1083	933	0
Olr1079	933	0
Olr1076	957	0
Olr1523	910	0
Olr1520	936	0
Olr1501	936	0
Olr1496	933	0
Olr1491	939	0
Olr1490	939	0
Olr1488	939	0
Olr1486	939	0
Olr1479	936	0
Olr1471	934	0
Olr1470	945	0
Olr1468	945	0
Olr1558	948	0
Olr1555	930	0
Olr1551	930	0
Olr1541	930	0
Olr1539	921	0
Olr278	945	0
Olr271	945	0
Olr268	945	0
Olr241	933	0
Olr213	927	0
Olr209	951	0
Olr164	966	0
Olr160	969	0
Olr150	933	0
Olr125	960	0
Olr111	948	0
Olr110	966	0
Olr101	951	0
Olr89	951	0
Olr88	948	0
Olr86	939	0
Olr60	963	0
Olr57	945	0
Olr1353	1002	0
Olr1351	960	0
Olr1350	972	0
Olr1345	939	0
Olr363	939	0
Olr360	915	0
Olr358	933	0
Olr348	924	0
Olr347	924	0
Olr336	963	2
Olr331	947	0
Olr330	939	0
Olr322	936	0
Olr312	936	0
Olr310	933	0
Olr306	933	0
Olr289	930	0
Olr7	942	0
Olr1460	927	0
Olr1459	927	0
Olr1455	930	0
Olr1453	927	0
Olr1452	990	0
Olr1450	918	0
Olr1449	921	0
Olr1442	915	0
Olr1435	918	0
Olr1431	948	0
Olr1424	939	0
Olr1421	963	0
Olr1415	1008	0
Olr1414	954	0
Olr1411	933	1
Olr1410	935	0
Olr1408	942	0
Olr1406	912	0
Olr1404	948	0
Olr1388	936	0
Olr1338	948	0
Olr1331	769	0
Olr1329	933	0
Olr1321	933	0
Olr1316	939	0
Olr1313	936	0
Olr1308	933	0
Olr1303	927	0
Olr1291	960	0
Olr1288	945	0
Olr1286	960	0
Olr1275	936	0
Olr1274	933	0
Olr1266	936	0
Olr1262	942	0
Olr1261	942	0
Olr1253	933	0
Olr1250	933	0
Olr1247	921	0
Olr1246	933	0
Olr1245	933	0
Olr1244	933	0
Olr1239	933	0
Olr1236	936	1
Olr1231	951	0
Olr1220	942	0
Olr1213	945	0
Olr1206	927	1
Olr1202	930	0
Olr1201	933	0
Olr1199	936	0
Olr1194	930	0
Olr868	948	0
Olr860	942	0
Olr427	924	0
Olr421	993	0
Olr418	933	0
Olr413	939	0
Olr409	942	0
Olr407	939	0
Olr401	939	0
Olr398	930	0
Olr396	939	0
Olr1642	957	0
Olr1639	942	0
Olr1638	936	0
Olr1633	930	0
Olr1632	975	0
Olr1631	975	0
Olr1622	939	0
Olr1617	936	0
Olr1616	936	0
Olr1614	939	0
Olr821	963	0
Olr819	942	0
Olr818	933	0
Olr816	933	0
Olr813	942	0
Olr812	933	0
Olr811	936	0
Olr809	936	0
Olr808	957	0
Olr807	951	0
Olr804	954	0
Olr803	939	0
Olr799	945	0
Olr844	954	0
Olr386	975	0
Olr1380	942	0
Olr1364	963	0
Olr1192	963	0
Olr1186	999	0
Olr1179	930	0
Olr1166	939	0
Olr1165	930	0
Olr1163	939	0
Olr1162	930	0
Olr1159	930	0
Olr1158	942	0
Olr1156	939	0
Olr1149	972	0
Olr1148	939	0
Olr1144	939	0
Olr1142	939	0
Olr1135	939	0
Olr1129	963	0
Olr1126	939	0
Olr1125	939	0
Olr1122	939	0
Olr1118	966	0
Olr1117	939	0
Olr1115	939	0
Olr1710	939	0
Olr1705	939	0
Olr1692	969	0
Olr1689	972	0
Olr1682	939	0
Olr1680	1044	0
Olr1679	939	0
Olr1678	939	0
Olr1675	939	0
Olr1670	939	0
Olr1726	930	0
Olr837	948	0
Olr832	933	0
Olr831	933	0
Olr830	963	0
Olr829	984	0
Olr827	984	0
Olr826	984	0
Olr825	984	0
Olr824	984	0
Olr1104	960	0
Olr1565	945	0
Olr1602	978	0
Olr1598	933	0
Olr1597	942	0
Olr1591	951	0
Olr1587	939	13
Olr392	951	0
Olr790	939	0
Olr786	936	0
Olr779	939	0
Olr774	939	0
Olr768	939	0
Olr753	918	0
Olr735	930	0
Olr714	954	0
Olr666	936	0
Olr661	927	0
Olr611	957	0
Olr606	942	0
Olr583	933	0
Olr556	924	0
Olr520	927	0
Olr499	942	0
Olr491	939	0
Olr490	942	0
Olr463	954	0
Olr36	909	0
Olr27	942	0
Olr17	957	0
Olr995	921	0
Olr894	936	0
Olr1077	930	1
Olr1500	939	0
Olr1474	939	0
Olr1472	936	0
Olr1535	930	0
Olr260	933	0
Olr255	966	0
Olr194	951	0
Olr179	939	0
Olr162	960	0
Olr114	945	0
Olr109	954	0
Olr1352	969	0
Olr339	960	0
Olr308	933	0
Olr1456	993	0
Olr1451	915	0
Olr1445	921	0
Olr1305	954	0
Olr1292	912	0
Olr1279	948	0
Olr1260	933	0
Olr1237	930	0
Olr1228	942	0
Olr1219	954	0
Olr1200	936	0
Olr419	948	0
Olr410	939	0
Olr1635	987	0
Olr1625	930	0
Olr1609	981	0
Olr820	963	0
Olr810	933	0
Olr806	954	0
Olr802	942	0
Olr1374	942	0
Olr1370	942	0
Olr1366	945	2
Olr1191	928	0
Olr1185	969	0
Olr1172	996	0
Olr1164	942	0
Olr1160	930	0
Olr1132	969	0
Olr1128	936	0
Olr1119	948	0
Olr828	984	0
Olr823	927	0
Olr1108	936	0
Olr1590	948	0
Olr766	939	0
Olr689	936	0
Olr1073	936	0
Olr264	945	0
Olr161	960	0
Olr46	945	0
Olr1417	930	0
Olr1615	936	0
Olr801	942	0
Olr1171	939	0
Olr1681	939	0
Olr1664	951	0
Olr53	945	0
Olr1560	954	0
Olr283	945	0
Olr1405	924	0
Olr1238	930	0
Olr402	939	0
Olr1629	935	0
Olr1174	996	0
Olr1143	939	0
Olr205	951	0
Olr349	924	0
Olr1249	933	0
Olr51	951	0
Olr61	963	0
Olr94	972	0
Olr95	945	0
Olr96	957	0
Olr127	948	0
Olr129	936	0
Olr174	957	0
Olr175	966	0
Olr181	939	0
Olr186	942	0
Olr188	939	0
Olr198	966	0
Olr199	951	0
Olr232	948	0
Olr250	948	0
Olr257	945	0
Olr304	933	0
Olr313	936	0
Olr334	942	0
Olr341	921	0
Olr344	936	0
Olr354	954	0
Olr365	945	0
Olr367	936	0
Olr372	951	0
Olr445	945	0
Olr446	945	0
Olr531	945	0
Olr544	939	0
Olr545	966	0
Olr546	939	0
Olr552	939	0
Olr596	927	0
Olr629	951	0
Olr630	939	0
Olr662	933	0
Olr671	936	0
Olr677	933	0
Olr696	921	0
Olr697	924	0
Olr707	924	0
Olr709	945	0
Olr720	930	0
Olr747	939	0
Olr760	939	0
Olr862	942	0
Olr964	945	0
Olr984	936	0
Olr1022	939	0
Olr1064	939	0
Olr1068	948	0
Olr1105	918	0
Olr1137	930	0
Olr1138	942	0
Olr1195	930	0
Olr1203	948	0
Olr1225	984	0
Olr1233	942	0
Olr1254	933	0
Olr1256	933	0
Olr1318	939	0
Olr1343	939	0
Olr1391	930	0
Olr1392	936	0
Olr1394	930	0
Olr1395	930	0
Olr1396	936	0
Olr1397	933	0
Olr1399	936	0
Olr1400	936	0
Olr1462	957	1
Olr1515	972	0
Olr1528	921	0
Olr1529	921	0
Olr1530	918	0
Olr1531	918	0
Olr1532	918	1
Olr1543	921	0
Olr1545	924	0
Olr1546	924	0
Olr1547	924	0
Olr1548	924	0
Olr1585	917	4
Olr1694	945	0
Olr1697	966	0
Olr1699	966	0
Olr1700	966	0
Olr1701	957	0
Olr1707	939	1
Olr1720	915	0
Olr1722	930	0
Olr1734	942	0
Olr1197	933	0
Olr1347	972	0
Olr1652	927	1
Olr444	945	0
Olr468	939	0
Olr471	939	0
Olr637	930	0
Olr70	942	0
Olr80	954	0
Olr81	939	0
Olr130	924	0
Olr132	948	0
Olr141	951	0
Olr373	951	0
Olr377	945	0
Olr380	948	0
Olr382	945	0
Olr67	939	0
Olr69	939	0
Olr75	960	0
Olr82	945	0
Olr137	966	0
Olr72	1008	0
Olr131	924	0
Olr378	963	0
Olr77	951	0
Olr135	939	0
Olr374	957	0
Olr1512	948	0
Olr1517	948	0
Olr1537	921	0
Olr1536	930	0
Olr917	936	0
Olr905	939	0
Olr920	920	0
Olr907	936	0
Olr883	934	0
Olr908	953	0
Olr903	936	0
Olr1059	981	0
Olr1052	933	0
Olr1051	936	0
Olr1049	895	0
Olr1029	939	0
Olr936	941	0
Olr943	939	0
Olr947	844	0
Olr950	978	0
Olr1002	939	0
Olr219	924	0
Olr1686	954	0
Olr1702	954	0
Olr526	966	0
Olr530	966	0
Olr555	981	0
Olr684	918	0
Olr1090	957	0
Olr1092	957	0
Olr956	939	0
Olr886	945	0
Olr1540	930	0
Olr736	930	0
Olr921	936	0
Olr932	936	0
Olr937	936	0
Olr1093	957	0
Olr1735	927	0
Olr1736	927	0
Olr1737	927	2
Olr1739	930	0
Olr1742	930	0
Olr1743	942	0
Olr1744	939	0
Olr1746	939	0
Olr1748	939	0
Olr1749	939	1
Gtf2ird1	3110	239
Habp2	2162	0
Mrgprd	960	0
Oit3	2287	2
Plppr4	5551	239
Slc25a47	1550	0
Klhl10	2012	5
Gcnt2	4093	534
Gtf2i	3964	3929
Tnfsf12	1538	1035
Ablim2	2684	622
Lmo7	5190	441
Usp19	4292	1871
Rnf114	2139	1011
Sucnr1	952	1
Lcn6	726	0
RT1-M2	1035	9
Elp5	1383	521
Fancd2	4307	661
Vmac	516	74
Tmem35a	1945	258
rnf141	975	638
Akap7	1044	129
Ly6g5b	585	4
Ly6g6c	846	32
Ly6g6d	405	5
Ly6g6e	959	6
Lmna	3112	4905
Clint1	1817	799
Sgce	1481	657
Slco4c1	2175	1
Npc1l1	4469	6
Atp6v0e2	862	775
Olr79	942	0
Ahi1	3141	669
Pofut1	1188	275
Rnf166	1755	434
Mrgprx2	885	21
Mas1l	966	0
Mrgprb13	987	0
Mrgprb5	1062	0
Mrgprx2l	945	0
Mrgprc	972	0
Mrgprb4	972	0
Mrgpre	930	56
Fut8	1728	815
Kprp	2815	0
Olr1384	942	0
Top1mt	1887	172
Bace2	1545	473
Btnl3	2175	3
C1rl	1384	108
C4b	5353	265
Capn11	2620	0
Clic1	1187	4798
Cpa5	2073	0
Atf6b	2507	1706
Ctsql2	1278	0
Ece2	3010	299
Spink7	261	0
Fkbpl	1272	131
Gfpt2	2992	646
Ggt6	1497	1
RT1-T18	1097	3
Cchcr1	2276	475
Wnk1	10755	7261
Mug2	3985	0
Notch4	6483	421
Pbx2	2858	900
Rasl11a	810	15
Rasl11b	1816	252
Rpp21	499	308
Senp17	1428	0
Senp18	1428	0
Smoc1	1359	269
Prm1	156	0
Nenf	654	533
Spata4	1086	0
P2ry13	1011	87
Tanc1	5819	743
Prm3	515	0
Enc1	4521	1064
Eml5	6540	146
Apold1	2883	304
Il22ra2	2505	15
LOC298116	852	0
Pard6a	1319	33
Pmpca	1760	924
Ly6g6f	915	1
Slc38a7	1822	556
Wfdc21	368	1
Clec4d	714	56
Trappc4	863	475
Ufc1	1037	1129
C5ar2	1255	173
Jph4	1891	122
Kcnk18	1329	0
Abhd12b	621	0
Cntfr	1332	291
Prss57	705	1
Dnmt3a	4289	620
Dnmt3b	4281	68
Dnmt3l	1689	1
Dpcr1	1494	0
Gpsm3	1228	403
G4	1994	321
Mpig6b	699	22
Klk1c6	774	0
Gspt1	2545	1240
Tmprss11c	1257	0
Tmprss11b	1263	7
Krt13	1317	2
Krt15	1657	1
Rffl	1721	774
Sapcd1	835	59
Egfl8	1378	307
Ano7	2742	8
Pdha1	2814	1926
Lsm2	945	304
Rnf34	1960	645
Abcg3l1	2018	69
Gk2	1853	0
Cct5	1739	4401
Bpi	1945	0
Gsn	2582	15778
Mpi	1397	985
Hsp90ab1	2338	26477
Egln2	1988	909
RT1-Bb	1515	0
Crat	2730	1660
Pon3	1452	389
Pcdh7	3755	347
Lrrc36	2410	55
Sipa1	3123	1974
Tspan5	2852	1715
Il17re	2612	52
Txndc8	431	0
Psma3l	897	1
S100a11	297	4375
Reg4	474	0
Try10	741	0
Cenpc	3132	498
Gjb2	2432	1694
Klk10	840	0
Klk4	771	0
ST7	2098	276
Tacc1	7632	3684
Stfa2l1	312	2
Krt39	1446	0
Krt24	1476	0
Cdk16	3098	2725
Shank2	10065	24
Tbp	1868	261
Tax1bp1	2900	4192
Cops3	1570	1058
Lrrc46	1259	62
Ccl6	348	312
Mcm7	2332	1081
Tmem248	1674	772
Rilpl2	1289	469
Pa2g4	1574	2225
Dhps	1305	567
Cacybp	1523	1447
Hsd17b11	1595	1362
Xbp1	1841	2656
Ddx56	1939	344
Tusc3	1492	739
Saraf	1837	2518
Nqo2	1205	422
Ppic	1355	817
Nox3	1707	0
Katna1	1835	221
Fuca2	1602	530
Etfb	841	930
Emc10	1635	2298
Arfip2	1775	939
Eef1g	1397	11884
Bcap31	1205	2864
RGD1303003	1277	795
Glmp	1571	2859
Rtca	1354	789
Emcn	1392	201
Nup35	1511	615
Edem2	1873	895
Npdc1	1357	2600
Fscn3	1770	36
Mkrn1	1442	418
Pyroxd1	1756	289
Mrpl37	1453	730
Tspan1	1233	17
Aurkaip1	768	658
Rab21	1490	1121
Dctn2	1652	3512
Gpaa1	2018	1027
Samm50	1611	1409
Arhgap8	1517	48
Rpap3	2195	732
Kansl2	2058	295
Esam	1807	685
Ttc12	2214	194
Ubl7	1362	4346
Tmem30a	1754	3280
Tmed3	1307	990
Uqcrc1	1567	2366
Maip1	1379	280
Farsb	2161	894
Syap1	1466	783
Mtif2	2175	342
Dek	2553	2346
Sirt5	1342	525
Hspa14	1737	478
Nudt19	1315	178
Pnkp	1666	375
Slc22a18	1468	120
Pyroxd2	1970	319
Cog6	2152	551
Itgb6	2799	5
Knstrn	1454	437
Spint1	2290	107
Ak8	1551	3
Tmem106b	1854	1123
Kdf1	1692	0
Jam3	1882	1014
Snupn	1338	206
Ugt2b35	1869	0
Phf23	1686	1018
Ggnbp2	2768	1672
Igfbp4	2163	585
Cops4	1573	1022
Commd10	1395	516
Pla2g15	2647	807
Tsga10ip	1853	12
Ppid	1331	570
Mmadhc	1308	668
Tbc1d20	1364	719
Tmem178a	1640	214
Eif3d	1845	1903
Zmynd10	1730	98
Tacc2	9192	858
Tacc3	2040	1123
Pdia6	1721	6014
Hexa	1779	3893
Zbtb1	3266	408
Rnf113a2	1282	193
Smarca2	5928	1806
Spata21	2431	7
Dear	3253	40
Smgc	2779	0
Dmd	2360	380
Cr1l	2094	1764
Ddx19a	2528	814
Klk1c12	780	0
Acy1	1326	764
Osmr	2888	735
Rps25	466	3056
Ttc1	1435	794
Slc16a13	1904	557
Spata32	1148	2
MGC95210	3252	212
N4bp2l2	1984	755
Sdhc	1149	2300
Ddx59	2148	249
Srfbp1	1499	367
Ik	1995	2738
Fam160a2	3444	443
Smpdl3a	1661	6069
Ppm1j	1686	90
Vps16	2618	948
Wdr34	1882	197
Nasp	2603	1108
Morn1	1607	51
Myg1	1163	455
Ttc36	780	0
Tspan3	1615	3662
